building,amenity,amenity:school,amenity:hospital,amenity:restaurant,amenity:cafe,shop,tourism,tourism:hotel,tourism:museum,leisure,leisure:park,historic,amenity:place_of_worship,County
0,2,0,0,0,0,0,0,0,0,0,0,0,0,Tharaka - Nithi
5,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
629,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
496,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
656,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
1486,2,1,0,0,0,0,0,0,0,0,0,1,0,Nyeri
93,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
93,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
81,11,4,1,0,0,0,1,0,0,0,0,0,0,Kiambu
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Nyandarua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
5271,55,7,5,4,1,6,8,7,0,4,1,3,7,Nyeri
589,1,1,0,0,0,0,1,0,0,0,0,0,0,Nyeri
0,1,1,0,0,0,0,0,0,0,2,0,0,0,Samburu
74,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
78,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
226,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
42,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyandarua
26,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiambu
24,0,0,0,0,0,0,0,0,0,2,2,0,0,Embu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
21,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
322,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
417,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
130,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
130,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tharaka - Nithi
1,2,0,0,0,0,0,0,0,0,0,0,0,1,Meru
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tharaka - Nithi
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Laikipia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
844,3,2,0,0,0,0,0,0,0,0,0,0,0,Nyeri
881,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
871,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
140,13,6,0,1,0,0,2,2,0,2,0,0,2,Kajiado
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kajiado
655,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vihiga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
383,1,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
16,15,5,1,0,0,0,6,0,0,1,0,0,1,Mombasa
957,19,5,1,0,0,2,8,0,0,1,0,0,1,Mombasa
4208,40,3,3,6,0,4,6,3,0,9,1,0,1,Kilifi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
190,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
726,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
1454,5,4,0,0,0,0,0,0,0,1,0,0,0,Kakamega
11185,2961,273,38,8,4,269,6,4,0,55,2,0,180,Nairobi
0,0,0,0,0,0,0,0,0,0,1,0,0,0,West Pokot
101,15,2,0,0,0,0,0,0,0,0,0,0,0,Baringo
19,23,2,0,0,1,2,1,0,0,0,0,0,4,Kajiado
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Pokot
216,1,0,0,0,0,0,0,0,0,0,0,0,0,Narok
12,1,1,0,0,0,0,0,0,0,2,0,0,0,Taita Taveta
1673,99,6,8,8,1,16,11,11,0,11,0,0,2,Kisii
14,9,3,0,0,0,0,7,4,0,4,0,0,0,Kisii
1673,99,6,8,8,1,16,11,11,0,11,0,0,2,Kisii
1673,99,6,8,8,1,16,11,11,0,11,0,0,2,Kisii
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
155,0,0,0,0,0,0,0,0,0,2,0,0,0,Samburu
162,1,1,0,0,0,0,0,0,0,2,0,0,0,Samburu
82,14,4,1,0,0,1,6,0,0,3,0,0,1,Mombasa
887,106,17,3,6,5,19,29,21,0,17,2,0,13,Mombasa
48,1,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uasin Gishu
0,0,0,0,0,0,0,0,0,0,1,0,0,0,Kitui
1,1,1,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Machakos
2086,311,13,6,17,5,261,45,27,0,48,6,1,10,Kisumu
1940,319,11,5,16,5,279,38,23,0,37,6,1,11,Kisumu
2490,345,15,8,16,6,295,52,32,1,41,6,1,14,Kisumu
1001,27,3,1,0,0,8,3,3,0,0,0,0,5,Kisumu
3283,337,24,8,13,4,295,43,29,1,44,4,0,29,Kisumu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trans Nzoia
132,53,4,3,8,0,18,8,6,1,1,0,0,7,Trans Nzoia
131,52,4,3,8,0,18,8,6,1,1,0,0,7,Trans Nzoia
134,51,1,3,8,0,18,8,6,1,2,0,0,7,Trans Nzoia
134,51,4,3,8,0,18,8,6,1,0,0,0,6,Trans Nzoia
134,51,4,3,8,0,18,8,6,1,0,0,0,6,Trans Nzoia
134,51,4,3,8,0,18,8,6,1,0,0,0,6,Trans Nzoia
134,51,4,3,8,0,18,8,6,1,0,0,0,6,Trans Nzoia
134,51,4,3,8,0,18,8,6,1,0,0,0,6,Trans Nzoia
74,11,2,0,0,0,1,1,1,0,3,0,0,4,Trans Nzoia
80,15,2,0,1,0,2,2,1,0,3,0,0,4,Trans Nzoia
90,10,0,1,0,0,0,3,3,0,1,0,0,0,Trans Nzoia
4,2,1,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
831,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kwale
30,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
87,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
394,28,0,1,3,0,9,4,4,0,2,0,0,3,Kajiado
354,43,0,3,3,0,11,6,6,0,3,0,0,8,Kajiado
321,48,0,3,5,0,15,7,7,0,2,0,0,10,Kajiado
363,35,3,2,3,0,10,5,5,0,4,0,0,6,Kajiado
418,37,1,3,3,0,11,5,5,0,2,0,0,3,Kajiado
0,0,0,0,0,0,0,0,0,0,2,0,0,0,Kajiado
102,39,0,2,7,1,11,5,4,0,1,0,0,6,Kajiado
372,6,3,0,0,0,0,0,0,0,0,0,0,0,Tana River
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
2,12,6,0,0,0,0,0,0,0,4,1,0,0,Machakos
89,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
0,0,0,0,0,0,0,0,0,0,1,0,0,0,Machakos
0,5,3,0,0,0,0,0,0,0,0,0,0,0,Machakos
73,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
740,18,1,0,3,0,2,3,2,0,0,0,0,1,Makueni
311,39,1,1,2,1,11,6,5,1,5,3,0,2,Meru
29,1,1,0,0,0,0,0,0,0,0,0,0,0,Meru
124,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
47,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
335,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
143,1,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
0,1,0,1,0,0,0,0,0,0,0,0,0,0,Machakos
0,1,0,1,0,0,0,0,0,0,0,0,0,0,Machakos
11,2,2,0,0,0,0,0,0,0,0,0,0,0,Makueni
6133,8,4,0,0,0,0,3,3,0,2,1,0,1,Nakuru
165,1,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
105,1,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
0,3,1,0,0,0,0,0,0,0,0,0,0,0,Machakos
921,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
1,2,2,0,0,0,0,0,0,0,0,0,0,0,Taita Taveta
0,2,2,0,0,0,0,0,0,0,0,0,0,0,Nyandarua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kericho
255,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
597,25,2,0,6,0,1,8,8,0,2,0,0,1,Kitui
731,22,2,0,5,0,1,6,6,0,3,0,0,1,Kitui
681,22,2,0,5,0,1,4,4,0,3,0,0,1,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
687,21,2,0,4,0,1,5,5,0,2,0,0,1,Kitui
725,24,2,0,6,0,1,7,7,0,3,0,0,1,Kitui
4,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
0,2,1,0,0,0,0,0,0,0,0,0,0,0,Machakos
39,1,0,0,0,0,0,2,0,0,1,0,0,0,Trans Nzoia
56,4,2,0,0,0,0,0,0,0,0,0,0,0,Makueni
185,1,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
1,6,5,0,0,0,0,0,0,0,0,0,0,0,Machakos
25,3,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
600,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
0,0,0,0,0,0,0,0,0,0,2,0,0,0,Marsabit
660,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
7,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
78,4,1,0,0,0,0,0,0,0,0,0,0,0,Lamu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nakuru
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
566,1,1,0,0,0,0,0,0,0,0,0,0,0,Nyeri
5,5,2,0,0,0,0,2,2,0,0,0,0,1,Machakos
4,5,2,0,0,0,0,2,2,0,0,0,0,1,Machakos
11,6,3,0,0,0,0,0,0,0,2,0,0,0,Machakos
39,2,1,0,0,0,0,0,0,0,0,0,0,0,Makueni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
454,16,6,0,0,0,0,0,0,0,0,0,0,2,Makueni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
7320,28,6,1,2,0,0,1,0,0,5,0,0,3,Nairobi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
463,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
274,4,0,1,0,0,1,0,0,0,0,0,0,0,Murang'A
0,1,1,0,0,0,0,0,0,0,1,0,0,0,Taita Taveta
2533,0,0,0,0,0,0,0,0,0,0,0,0,0,Nakuru
792,0,0,0,0,0,0,0,0,0,0,0,0,0,Kilifi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
0,7,0,0,0,0,0,0,0,0,0,0,0,0,West Pokot
0,7,0,0,0,0,0,0,0,0,0,0,0,0,West Pokot
0,0,0,0,0,0,0,0,0,0,1,0,0,0,Lamu
2,2,1,1,0,0,0,0,0,0,0,0,0,0,Kwale
7,8,4,0,0,0,0,0,0,0,1,0,0,0,Machakos
171,0,0,0,0,0,0,0,0,0,0,0,0,0,Lamu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kilifi
5053,15,3,0,0,0,2,8,2,1,1,0,0,1,Kajiado
1,4,2,0,0,0,0,0,0,0,1,0,0,1,Kajiado
2572,137,10,4,10,1,26,19,15,0,17,3,1,5,Nakuru
1,1,0,0,0,0,0,0,0,0,0,0,0,1,Meru
0,0,0,0,0,0,0,0,0,0,1,0,0,0,Machakos
5419,214,31,8,5,0,122,14,10,0,13,0,0,33,Kisumu
138,1,0,0,0,0,0,0,0,0,0,0,0,0,Kajiado
1011,83,3,1,8,4,16,38,10,0,44,2,0,0,Nairobi
713,99,13,2,9,5,12,28,21,0,13,1,1,10,Mombasa
545,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
0,0,0,0,0,0,0,0,0,0,1,0,0,0,Trans Nzoia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
303,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
299,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
1646,5,2,1,0,0,5,0,0,0,0,0,0,1,Homa Bay
664,3,0,0,0,0,0,0,0,0,0,0,0,2,Migori
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elegeyo-Marakwet
1462,8,2,2,0,0,1,0,0,0,1,0,0,1,Kisumu
74,4,0,0,0,0,0,0,0,0,0,0,0,0,West Pokot
1299,5,2,1,0,0,5,0,0,0,0,0,0,1,Homa Bay
351,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
1859,3,0,0,0,0,0,0,0,0,0,0,0,0,Kisumu
152,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
353,1,0,0,0,0,0,0,0,0,0,0,0,1,Siaya
2869,15,1,2,1,0,1,3,3,0,0,0,0,2,Migori
2157,4,1,0,0,0,0,0,0,0,0,0,0,1,Homa Bay
666,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uasin Gishu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
156,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
771,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kericho
97,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
22,0,0,0,0,0,0,0,0,0,0,0,0,0,Kericho
0,7,2,0,1,0,2,0,0,0,0,0,0,2,Baringo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elegeyo-Marakwet
727,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
519,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kericho
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kericho
413,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
921,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
16,1,0,0,0,0,0,0,0,0,0,0,0,1,Turkana
0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kilifi
396,0,0,0,0,0,0,0,0,0,0,0,0,0,Turkana
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
1025,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
1,0,0,0,0,0,0,1,1,0,2,0,0,0,Nandi
0,1,0,0,0,0,0,0,0,0,0,0,0,0,Elegeyo-Marakwet
322,0,0,0,0,0,0,0,0,0,1,0,0,0,West Pokot
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
520,3,2,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,7,0,0,0,0,0,0,0,0,0,0,0,0,Busia
1253,0,0,0,0,0,4,0,0,0,0,0,0,0,Kisumu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
0,0,0,0,0,0,0,0,0,0,1,0,0,0,Trans Nzoia
620,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
0,1,0,0,0,0,0,0,0,0,0,0,0,1,Baringo
523,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
16953,48,10,3,2,0,5,2,0,0,3,0,0,2,Nairobi
17148,52,13,2,2,0,5,1,0,0,4,1,0,2,Nairobi
105,11,1,1,3,0,1,7,2,0,2,0,0,1,Elegeyo-Marakwet
58,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
594,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kilifi
1939,5,0,1,0,0,5,0,0,0,0,0,0,0,Kisumu
947,1,1,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
23,0,0,0,0,0,0,0,0,0,1,0,0,0,Baringo
495,0,0,0,0,0,0,0,0,0,13,13,0,0,Migori
803,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
478,2,1,0,0,0,0,0,0,0,0,0,0,0,Migori
1,2,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elegeyo-Marakwet
293,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Pokot
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bungoma
2,0,0,0,0,0,0,0,0,0,0,0,0,0,Laikipia
0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
456,0,0,0,0,0,0,0,0,0,1,0,0,0,Nandi
924,43,1,3,6,1,14,4,2,0,8,0,1,1,Mombasa
708,41,1,3,4,1,10,4,2,0,10,0,1,1,Mombasa
212,3,1,1,0,0,0,0,0,0,0,0,0,1,Wajir
0,4,0,0,0,0,0,0,0,0,0,0,0,0,West Pokot
94,1,1,0,0,0,0,0,0,0,0,0,0,0,Kitui
251,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Turkana
211,1,0,0,0,0,0,0,0,0,0,0,0,0,Siaya
334,2,1,0,0,0,0,1,0,0,1,0,0,0,Siaya
0,2,2,0,0,0,0,0,0,0,0,0,0,0,Bungoma
283,0,0,0,0,0,0,0,0,0,0,0,0,0,Garissa
706,0,0,0,0,0,0,0,0,0,0,0,0,0,Nakuru
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Isiolo
148,0,0,0,0,0,0,0,0,0,0,0,0,0,Wajir
6,7,2,0,1,0,10,0,0,0,0,0,0,2,Baringo
260,1,1,0,0,0,0,0,0,0,0,0,0,0,Garissa
2773,73,4,0,28,2,16,9,4,0,7,2,0,8,Nairobi
0,1,0,0,0,0,0,0,0,0,0,0,0,1,West Pokot
252,2,1,0,0,0,0,0,0,0,0,0,0,0,Wajir
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elegeyo-Marakwet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bungoma
30,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marsabit
1183,0,0,0,0,0,1,0,0,0,0,0,0,0,Kisumu
915,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisumu
878,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisumu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bungoma
1441,1,1,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Bungoma
81,0,0,0,0,0,0,0,0,0,0,0,0,0,Turkana
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
596,1,1,0,0,0,0,0,0,0,0,0,0,0,Garissa
2067,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandera
6441,55,11,0,2,0,54,15,11,1,15,0,0,15,Kisumu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Turkana
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
1231,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
119,7,1,0,2,1,1,0,0,0,1,0,0,1,Embu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Pokot
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyandarua
1376,59,7,1,17,4,25,5,5,0,4,0,0,8,Nairobi
540,0,0,0,0,0,0,0,0,0,0,0,0,0,Bungoma
60,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uasin Gishu
3175,10,1,4,0,0,0,6,5,0,0,0,0,1,Migori
311,2,1,0,0,0,0,1,0,0,0,0,0,1,Migori
32,2,0,0,0,0,0,0,0,0,0,0,0,0,Kajiado
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Isiolo
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Wajir
5438,18,4,1,1,0,0,3,1,0,3,0,0,5,Isiolo
1096,1,1,0,0,0,0,0,0,0,0,0,0,0,Garissa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tana River
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garissa
713,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
193,6,0,0,0,0,0,0,0,0,0,0,0,0,Kajiado
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
0,1,0,0,0,0,0,0,0,0,0,0,0,0,Meru
235,0,0,0,0,0,0,0,0,0,0,0,0,0,Garissa
478,1,1,0,0,0,0,1,0,1,0,0,1,0,Siaya
532,0,0,0,0,0,0,0,0,0,0,0,0,0,Kericho
837,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisumu
212,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
7,0,0,0,0,0,0,0,0,0,2,0,0,0,Narok
1941,16,1,1,0,0,0,0,0,0,1,0,0,8,Nakuru
1052,0,0,0,0,0,0,0,0,0,1,1,0,0,Migori
566,1,1,0,0,0,0,0,0,0,0,0,0,0,Wajir
197,0,0,0,0,0,1,0,0,0,1,0,0,0,Laikipia
1273,7,2,1,0,0,3,5,2,0,2,0,0,2,Marsabit
2114,3,2,0,0,0,8,0,0,0,5,0,0,0,Kisumu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wajir
209,2,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
5,2,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
779,1,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
364,163,5,2,31,7,24,40,17,1,21,3,8,18,Mombasa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,1,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,0,0,0,0,0,0,1,0,0,0,0,0,0,Nyandarua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,1,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,2,0,0,0,0,0,1,1,0,4,0,0,0,Kilifi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
0,2,1,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,1,0,0,0,0,2,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,1,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
218,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
1,10,0,0,1,0,1,3,3,0,2,0,0,0,Machakos
70,1,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
373,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
296,5,0,1,2,0,0,0,0,0,0,0,0,0,Kwale
19,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
293,16,4,0,1,1,0,0,0,0,1,0,0,0,Kwale
1,7,2,0,0,0,0,0,0,0,0,0,0,0,Kiambu
0,1,1,0,0,0,0,0,0,0,2,0,0,0,Taita Taveta
387,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
50,1,0,0,0,0,0,0,0,0,0,0,0,1,Makueni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,2,0,0,0,0,0,0,0,0,0,0,0,0,Busia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trans Nzoia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
9412,44,8,2,1,0,7,2,1,0,2,0,0,16,Nairobi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kilifi
325,38,3,1,4,0,6,2,0,0,1,1,0,2,Kiambu
4,6,1,0,2,0,2,2,2,0,0,0,0,0,Machakos
15342,581,136,15,6,0,94,3,0,0,32,0,0,100,Nairobi
2,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
0,0,0,0,0,0,0,0,0,0,1,0,0,0,Taita Taveta
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
176,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,3,1,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
42,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
41,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
115,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
65,5,1,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
151,6,4,0,0,0,0,0,0,0,0,0,0,0,Makueni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
703,22,2,0,3,0,1,6,6,0,3,0,0,1,Kitui
59,5,1,1,0,0,1,0,0,0,0,0,0,0,Machakos
1,2,1,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,4,2,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
376,1,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,1,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
