building,amenity,amenity:school,amenity:hospital,amenity:restaurant,amenity:cafe,shop,tourism,tourism:hotel,tourism:museum,leisure,leisure:park,historic,amenity:place_of_worship,County
39,13,0,0,3,2,3,1,0,0,1,0,0,3,Kajiado
170,2,2,0,0,0,0,0,0,0,0,0,0,0,Nyandarua
164,6,0,0,0,0,0,1,1,0,2,2,0,0,Mombasa
10167,44,11,3,0,1,18,7,4,0,5,2,0,11,Wajir
2821,72,3,3,11,0,25,18,10,0,9,2,0,11,Kakamega
692,11,1,0,0,0,2,0,0,0,0,0,0,1,Nyeri
76,2,0,0,1,0,0,1,1,0,0,0,0,0,Meru
11,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyandarua
205,16,2,2,3,1,2,3,3,0,0,0,0,3,Bungoma
189,8,0,1,0,0,1,0,0,0,1,0,0,1,Kirinyaga
255,2,0,0,0,0,0,0,0,0,0,0,0,0,West Pokot
14,1,0,0,1,0,0,0,0,0,0,0,0,0,Trans Nzoia
101,20,5,1,4,0,5,6,3,0,4,1,0,1,Elegeyo-Marakwet
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
195,18,2,0,3,1,2,2,2,0,1,0,0,1,Meru
271,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
189,8,0,1,0,0,1,0,0,0,1,0,0,1,Kirinyaga
3711,27,5,4,1,0,2,0,0,0,0,0,0,7,Wajir
964,3,0,0,0,0,0,0,0,0,0,0,0,0,Uasin Gishu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyandarua
212,36,5,1,7,1,9,3,3,0,1,0,0,3,Machakos
1807,42,15,3,5,1,4,1,0,0,3,1,0,7,Baringo
7982,38,11,2,0,0,7,5,5,0,2,0,0,9,Garissa
1178,0,0,0,0,0,0,0,0,0,0,0,0,0,Lamu
848,0,0,0,0,0,0,0,0,0,0,0,0,0,Lamu
7023,55,9,3,2,0,46,6,1,0,3,0,0,5,Wajir
3973,20,4,2,1,0,0,2,1,0,0,0,0,3,Tana River
327,13,1,1,3,0,5,7,3,0,0,0,0,1,Marsabit
73,6,1,1,2,1,0,1,1,0,0,0,0,0,Tharaka - Nithi
914,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisumu
130,8,4,0,0,0,1,0,0,0,1,0,0,1,Kiambu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uasin Gishu
0,8,2,1,0,0,0,0,0,0,0,0,0,2,Nyandarua
5,29,5,1,1,0,4,0,0,0,1,0,0,2,Kiambu
0,7,1,1,0,0,0,0,0,0,0,0,0,0,Busia
1564,13,3,0,0,0,2,1,1,0,0,0,0,1,Homa Bay
0,3,2,0,0,0,0,0,0,0,0,0,0,0,Kiambu
4865,18,3,1,2,1,4,6,5,0,1,0,0,0,Nakuru
1476,2,0,0,0,1,0,0,0,0,0,0,0,0,Nakuru
5330,39,15,7,0,0,1,4,3,0,9,0,0,4,Homa Bay
5493,55,19,11,0,0,2,5,4,0,7,0,0,5,Homa Bay
5582,53,17,9,0,0,2,5,4,0,7,0,0,4,Homa Bay
5898,57,20,11,0,0,2,5,4,0,7,0,0,5,Homa Bay
722,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
1759,2,2,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
5582,53,17,9,0,0,2,5,4,0,7,0,0,4,Homa Bay
9,2,2,0,0,0,0,0,0,0,0,0,0,0,Siaya
575,44,8,3,0,1,18,3,2,0,3,1,0,8,Kwale
1259,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisumu
769,0,0,0,0,0,0,0,0,0,0,0,0,0,Lamu
768,0,0,0,0,0,0,0,0,0,0,0,0,0,Lamu
5152,84,22,2,0,0,7,2,2,0,11,0,0,9,Nairobi
214,43,6,2,2,0,12,6,6,0,1,0,0,4,Kiambu
1270,36,12,4,1,0,0,2,1,0,0,0,1,8,Nairobi
5950,52,16,9,0,0,2,5,4,0,7,0,0,4,Homa Bay
153,0,0,0,0,0,0,0,0,0,0,0,0,0,Kericho
216,43,6,2,2,0,12,6,6,0,1,0,0,4,Kiambu
5235,37,9,0,4,0,1,0,0,0,1,0,0,2,Nairobi
14309,569,118,13,8,0,99,2,1,0,17,0,0,128,Nairobi
354,4,3,0,0,0,0,0,0,0,0,0,0,0,Kiambu
2,3,1,0,0,0,0,0,0,0,0,0,0,0,Murang'A
319,3,0,0,0,0,0,0,0,0,0,0,0,1,Mombasa
70,7,0,0,1,0,0,0,0,0,0,0,0,0,Kirinyaga
72,4,0,1,0,0,0,1,1,0,1,0,0,0,Kajiado
9,15,0,0,1,0,0,6,3,0,0,0,0,1,Kilifi
2692,3,0,0,0,0,0,1,0,0,0,0,0,0,Nakuru
1,1,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
246,3,0,0,1,0,0,0,0,0,0,0,0,0,Meru
17,0,0,0,0,0,0,0,0,0,1,0,0,0,Kajiado
1413,2,1,0,0,0,0,0,0,0,1,0,0,0,Uasin Gishu
43,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
14937,710,63,10,1,0,129,2,0,0,6,0,0,46,Nairobi
6276,80,19,6,2,6,62,28,16,0,15,2,1,10,Nakuru
72,5,0,1,0,0,0,1,1,0,1,0,0,0,Kajiado
2804,87,25,0,0,0,2,2,1,0,14,0,1,8,Nairobi
7593,50,8,6,1,0,6,3,2,0,4,0,0,13,Nairobi
1831,11,7,0,0,0,0,0,0,0,5,0,0,2,Taita Taveta
3398,225,43,10,3,0,41,9,8,0,16,4,0,14,Nairobi
40,0,0,0,0,0,0,0,0,0,0,0,0,0,Kwale
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uasin Gishu
1860,2,0,1,0,0,7,0,0,0,0,0,0,0,Kisumu
124,9,0,0,2,0,5,6,2,0,1,1,0,0,Marsabit
3312,263,49,12,4,0,12,7,4,0,52,5,2,26,Nairobi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
2167,0,0,0,0,0,0,0,0,0,1,1,0,0,Migori
8380,2197,258,33,31,3,372,5,3,0,37,0,0,101,Nairobi
101,1,0,0,0,0,0,0,0,0,0,0,0,0,Meru
0,1,0,0,0,0,0,0,0,0,0,0,0,1,Nyandarua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marsabit
2,2,2,0,0,0,0,0,0,0,0,0,0,0,Garissa
6,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
64,13,2,0,2,0,3,3,3,0,1,0,0,0,Kirinyaga
306,6,2,1,0,0,0,0,0,0,0,0,0,1,Wajir
6718,50,8,5,1,0,5,3,2,0,3,0,0,15,Nairobi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marsabit
2526,204,27,0,1,0,6,0,0,0,10,0,0,19,Nairobi
5890,586,170,21,7,2,93,2,0,0,65,0,0,31,Nairobi
65,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
3414,13,0,3,0,0,2,2,1,0,1,0,0,2,Nakuru
35,15,5,1,0,0,1,1,0,0,0,0,0,3,Uasin Gishu
518,4,3,0,1,0,0,3,1,0,2,0,0,0,Laikipia
2376,1266,234,32,9,7,136,1,0,0,105,0,0,70,Nairobi
219,32,2,0,6,1,3,17,14,0,3,0,0,1,Meru
284,7,1,0,0,0,0,0,0,0,0,0,0,2,Meru
110,9,5,3,0,0,0,0,0,0,0,0,0,0,Kilifi
1041,22,4,0,2,0,9,1,0,0,2,0,0,4,Mombasa
150,4,1,0,0,0,0,2,1,0,1,0,0,0,Kiambu
22,11,0,1,0,0,0,0,0,0,0,0,0,0,Machakos
32,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
102,12,1,0,3,0,5,6,2,0,0,0,0,1,Marsabit
2080,8,0,3,0,0,1,2,1,0,1,0,0,2,Nakuru
6414,609,174,20,6,1,98,2,0,0,68,0,0,37,Nairobi
269,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
22,4,0,0,0,0,0,0,0,0,0,0,0,1,Nairobi
5,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
169,2,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
27,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
2720,40,3,1,12,1,6,26,12,2,2,0,1,8,Lamu
10425,107,12,11,2,4,60,35,14,0,6,2,0,13,Wajir
298,5,2,0,0,0,0,0,0,0,0,0,0,1,Wajir
504,5,3,0,0,0,0,0,0,0,0,0,0,1,Nyeri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
1001,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
931,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
0,4,3,0,0,0,0,0,0,0,0,0,0,0,Meru
2038,6,2,0,2,0,0,2,1,0,1,0,0,1,Nyeri
95,3,2,0,0,0,0,0,0,0,0,0,0,0,Kwale
75,1,0,0,0,0,0,0,0,0,0,0,0,0,Kajiado
320,39,1,1,2,1,11,6,5,1,5,3,0,2,Meru
320,39,1,1,2,1,11,6,5,1,5,3,0,2,Meru
1212,19,3,1,0,0,3,3,1,0,0,0,0,2,Kiambu
4,12,3,0,3,0,2,2,2,0,0,0,0,0,Machakos
251,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
9855,2655,251,40,35,6,297,12,8,0,66,0,0,157,Nairobi
7262,995,138,16,5,0,62,9,7,0,40,6,0,63,Nairobi
666,5,2,0,0,0,0,0,0,0,0,0,0,0,Tana River
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vihiga
131,50,2,3,8,0,18,9,7,1,1,0,0,7,Trans Nzoia
4097,11,5,0,0,0,1,0,0,0,1,0,0,3,Garissa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garissa
10585,2,2,0,0,0,0,0,0,0,0,0,0,0,Garissa
4165,32,6,4,0,0,7,0,0,0,0,0,0,2,Garissa
5767,4,3,0,0,0,0,0,0,0,2,0,0,1,Garissa
6218,21,2,3,0,0,5,0,0,0,0,0,0,2,Garissa
617,0,0,0,0,0,0,0,0,0,0,0,0,0,Tharaka - Nithi
1169,2,2,0,0,0,0,0,0,0,0,0,0,0,Nyeri
0,4,4,0,0,0,0,0,0,0,0,0,0,0,Meru
0,9,0,0,0,0,0,0,0,0,0,0,0,0,Busia
1350,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
29,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
267,8,6,0,0,0,0,0,0,0,0,0,0,0,Kiambu
5,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
8,13,1,2,0,0,3,0,0,0,0,0,0,1,Kisii
1136,3,0,1,0,0,0,0,0,0,0,0,0,0,Kakamega
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
732,0,0,0,0,0,0,0,0,0,0,0,0,0,Nakuru
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyandarua
1003,1,1,0,0,0,0,0,0,0,0,0,0,0,Nyeri
889,6,6,0,0,0,0,0,0,0,0,0,0,0,Nyeri
986,6,6,0,0,0,0,0,0,0,0,0,0,0,Nyeri
1,6,0,0,0,0,0,3,0,0,0,0,0,0,Nyeri
387,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
67,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
17,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
756,4,3,0,0,0,0,0,0,0,0,0,0,0,Makueni
0,8,4,0,0,0,0,0,0,0,0,0,0,0,Machakos
3232,0,0,0,0,0,0,0,0,0,0,0,0,0,Garissa
0,1,0,1,0,0,0,0,0,0,0,0,0,0,Garissa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
137,9,5,1,0,0,1,0,0,0,2,0,0,0,Machakos
15,1,1,0,0,0,0,0,0,0,0,0,0,0,Makueni
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
637,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
387,1,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
173,5,0,0,0,0,0,0,0,0,3,0,0,0,Nyamira
0,4,0,0,0,0,0,0,0,0,0,0,0,0,Busia
326,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
1432,0,0,0,0,0,0,0,0,0,0,0,0,0,Nakuru
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tharaka - Nithi
27,0,0,0,0,0,0,1,0,0,0,0,0,0,Kitui
26,0,0,0,0,0,0,1,0,0,0,0,0,0,Kitui
2471,3,0,0,0,0,0,0,0,0,0,0,1,0,Tharaka - Nithi
2190,1,0,0,0,0,0,0,0,0,0,0,0,0,Tharaka - Nithi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kakamega
179,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
500,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
165,10,2,0,0,0,0,0,0,0,0,0,0,0,Garissa
72,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
292,13,2,0,2,0,0,2,1,0,0,0,0,0,Kajiado
1028,98,5,8,11,1,16,22,18,0,6,1,0,5,Uasin Gishu
0,0,0,0,0,0,0,0,0,0,1,0,0,0,Kajiado
367,2,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
67,2,2,0,0,0,0,0,0,0,0,0,0,0,Kitui
23,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
116,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
106,0,0,0,0,0,0,0,0,0,2,0,0,0,Kajiado
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kajiado
161,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
1607,4,0,0,0,0,0,0,0,0,0,0,0,0,Kajiado
1308,4,0,0,0,0,0,0,0,0,0,0,0,0,Kajiado
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marsabit
42,2,0,0,0,0,0,0,0,0,0,0,0,1,Marsabit
1458,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
39,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
0,3,2,0,0,0,0,0,0,0,0,0,0,0,Laikipia
194,0,0,0,0,0,0,0,0,0,0,0,0,0,Kajiado
0,1,1,0,0,0,0,0,0,0,2,0,0,0,Laikipia
0,2,1,0,0,0,0,0,0,0,0,0,0,0,Kajiado
0,3,0,0,0,0,0,0,0,0,0,0,0,0,Kajiado
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uasin Gishu
0,2,1,0,0,0,0,0,0,0,0,0,0,0,Machakos
234,1,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
516,1,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Nairobi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
655,73,8,0,8,1,14,16,15,0,3,1,0,3,Uasin Gishu
0,11,3,0,0,0,1,0,0,0,0,0,0,0,Machakos
6465,13,6,0,0,0,1,0,0,0,6,0,0,0,Nairobi
967,97,3,7,11,1,17,21,17,0,6,1,0,5,Uasin Gishu
847,23,2,2,1,0,5,4,1,0,0,0,0,4,Kiambu
4367,41,9,0,4,0,2,1,1,0,1,0,0,3,Nairobi
538,14,4,0,1,0,0,1,1,0,1,0,0,0,Machakos
86,4,0,0,0,0,0,1,1,0,0,0,0,2,Meru
1547,1009,166,27,9,7,101,7,3,0,95,1,0,54,Nairobi
215,43,6,2,2,0,12,6,6,0,1,0,0,4,Kiambu
0,1,1,0,0,0,0,1,0,0,0,0,0,0,Nyandarua
1056,2,2,0,0,0,0,0,0,0,0,0,0,0,Nyeri
451,50,12,0,1,0,1,1,0,0,0,0,0,1,Kiambu
8,1,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
471,2,0,0,1,0,1,0,0,0,3,2,0,0,Kilifi
193,2,1,0,0,0,0,0,0,0,0,0,0,0,Machakos
2,2,0,0,1,0,0,0,0,0,0,0,0,0,Machakos
13545,732,60,29,10,2,37,10,8,0,6,0,0,51,Nairobi
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Nairobi
119,26,0,0,0,0,0,0,0,0,0,0,0,0,Kajiado
1106,3,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
0,2,0,0,1,0,0,0,0,0,0,0,0,0,Kajiado
4326,13,1,4,0,0,0,6,5,0,0,0,0,1,Migori
125,5,0,0,1,0,0,2,2,0,0,0,0,1,Migori
1434,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
482,0,0,0,0,0,0,0,0,0,0,0,0,0,Nakuru
3151,497,14,1,84,19,115,62,40,3,21,12,8,10,Nairobi
313,42,1,1,3,1,12,6,5,1,5,3,0,2,Meru
0,0,0,0,0,0,0,0,0,0,2,0,0,0,Kajiado
36,12,5,0,0,0,0,0,0,0,0,0,0,0,Kiambu
332,6,2,0,0,0,0,1,1,0,0,0,0,0,Kiambu
384,28,8,0,0,1,0,0,0,0,0,0,0,8,Kiambu
209,0,0,0,0,0,0,0,0,0,0,0,0,0,Kajiado
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nakuru
6083,28,1,3,4,0,4,9,9,0,9,8,0,2,Migori
4245,30,2,1,0,0,20,2,1,0,1,0,0,1,Kisumu
3139,195,23,0,17,4,51,38,24,0,54,10,0,11,Nairobi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kwale
936,0,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
140,1,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
4556,46,7,0,11,0,11,5,3,0,3,0,0,5,Nairobi
2135,5,0,0,0,0,2,2,2,0,0,0,0,0,Nakuru
712,1,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
52,0,0,0,0,0,0,0,0,0,0,0,0,0,Wajir
1133,1,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
145,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
11239,107,8,1,11,0,18,3,2,0,0,0,0,11,Nairobi
1161,66,9,4,0,1,22,2,1,0,0,0,0,9,Makueni
2589,617,12,3,90,16,107,69,44,5,41,13,13,17,Nairobi
2220,2,0,0,0,0,0,0,0,0,1,0,0,0,Homa Bay
7717,71,13,1,4,0,67,17,13,0,13,0,0,23,Kisumu
2444,17,4,0,0,0,0,7,7,0,0,0,0,1,Homa Bay
680,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Samburu
0,2,0,0,0,0,0,1,1,0,0,0,0,0,Siaya
152,0,0,0,0,0,0,0,0,0,0,0,0,0,Siaya
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vihiga
108,3,1,1,0,0,0,0,0,0,0,0,0,0,Kitui
1533,121,6,2,21,8,29,27,12,0,77,3,0,0,Nairobi
2534,55,12,5,2,0,31,10,9,0,8,4,0,3,Nairobi
0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vihiga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
5632,5,1,0,0,0,1,1,0,0,0,0,0,0,Garissa
4718,41,7,2,4,0,5,11,9,0,4,0,0,2,Isiolo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kericho
515,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
4908,557,59,18,67,5,107,28,10,0,44,1,0,36,Nairobi
3216,163,25,0,5,2,30,29,18,0,43,9,1,8,Nairobi
0,3,0,0,0,0,0,1,1,0,0,0,0,0,Kisii
5552,634,8,1,2,0,30,2,0,0,4,0,0,8,Turkana
1015,1,1,0,0,0,0,0,0,0,0,0,0,0,Isiolo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wajir
933,1,1,0,0,0,0,0,0,0,0,0,0,0,Nyeri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tharaka - Nithi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tharaka - Nithi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
144,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
202,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
36,6,3,0,0,0,0,3,2,0,4,0,0,0,Kisii
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
152,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
828,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
3253,11,1,4,0,0,0,6,5,0,0,0,0,1,Migori
0,2,0,0,0,0,0,0,0,0,1,0,0,0,Kajiado
0,2,0,0,0,0,0,1,0,0,1,0,0,0,Kajiado
131,13,6,0,1,0,0,2,2,0,1,0,0,2,Kajiado
17,0,0,0,0,0,0,0,0,0,1,0,0,0,Kajiado
124,8,1,0,1,0,0,2,2,0,1,0,0,2,Kajiado
4538,44,9,3,4,0,5,11,9,0,4,0,0,2,Isiolo
14,0,0,0,0,0,0,0,0,0,2,0,0,0,Isiolo
4690,7,3,2,0,0,0,3,3,0,0,0,0,0,Isiolo
4834,40,7,2,4,0,5,11,9,0,4,0,0,2,Isiolo
7583,37,9,2,1,0,7,7,7,0,2,0,0,7,Garissa
301,6,3,0,0,0,1,0,0,0,0,0,0,1,Nyeri
1628,18,1,1,3,0,2,9,5,1,5,1,0,3,Marsabit
284,1,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
579,41,6,0,7,0,1,5,2,0,1,0,2,5,Kajiado
831,0,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
149,16,5,1,2,0,2,1,0,0,1,0,0,5,Embu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vihiga
48,1,1,0,0,0,0,0,0,0,0,0,0,0,Kitui
1093,2,2,0,0,0,0,0,0,0,0,0,0,0,Nyeri
395,1,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
453,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
105,19,5,1,4,0,4,9,3,0,2,0,0,1,Elegeyo-Marakwet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,3,1,0,0,0,0,0,0,0,0,0,0,0,Makueni
6,7,4,0,0,0,0,0,0,0,0,0,0,0,Machakos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiambu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiambu
710,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
693,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
1087,10,5,1,0,0,1,0,0,0,0,0,0,3,Nyeri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,4,3,0,0,0,0,0,0,0,0,0,0,0,Meru
1,1,0,1,0,0,0,0,0,0,0,0,0,0,Kitui
1121,1,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
627,1,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
692,1,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kericho
1615,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
78,2,0,2,0,0,0,0,0,0,0,0,0,0,Nyamira
20,10,5,1,0,0,1,1,0,0,0,0,0,0,Kisii
87,2,2,0,0,0,1,0,0,0,0,0,0,0,Kitui
9,2,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
36,11,5,0,0,0,0,0,0,0,0,0,0,0,Kiambu
912,0,0,0,0,0,1,0,0,0,1,0,0,0,Tharaka - Nithi
1833,1,0,0,0,0,0,1,0,0,0,0,0,0,Kisii
128,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
92,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
399,1,1,0,0,0,0,0,0,0,0,0,0,0,Nyeri
387,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
128,4,4,0,0,0,0,0,0,0,0,0,0,0,Kiambu
79,4,2,0,0,0,0,0,0,0,0,0,0,0,Makueni
53,0,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
424,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
237,0,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
524,0,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kakamega
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
236,7,1,1,0,0,0,0,0,0,2,0,0,3,Kwale
353,0,0,0,0,0,0,0,0,0,0,0,0,0,Uasin Gishu
229,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisumu
190,27,2,0,4,0,6,2,0,0,1,1,0,0,Kiambu
41,23,5,0,1,0,2,1,1,0,3,1,0,6,Kiambu
3992,92,11,1,34,5,15,35,5,0,55,0,1,5,Nairobi
379,0,0,0,0,0,0,0,0,0,0,0,0,0,Tharaka - Nithi
2665,40,6,0,1,0,18,1,1,0,4,1,0,3,Mombasa
413,158,5,2,27,7,26,40,14,1,24,2,5,18,Mombasa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bungoma
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kericho
2,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
2995,298,18,7,78,8,67,39,24,0,41,2,0,15,Nairobi
3685,226,31,13,6,3,120,31,21,0,39,2,0,27,Kisumu
1,2,1,0,0,0,0,0,0,0,0,0,0,1,Garissa
2147,7,1,1,1,0,0,0,0,0,1,0,0,1,Siaya
5693,85,17,2,0,0,5,3,3,0,11,0,0,13,Nairobi
878,2,2,0,0,0,0,0,0,0,0,0,0,0,Nyeri
815,3,0,0,2,0,1,1,1,0,3,2,0,0,Kilifi
1591,37,3,2,3,1,11,6,1,0,13,0,1,1,Mombasa
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Meru
1376,11,6,1,0,0,0,0,0,0,0,0,0,1,Murang'A
1227,19,4,2,1,1,5,3,1,0,0,0,1,0,Mombasa
3863,138,14,1,1,2,3,4,0,0,3,0,0,1,Garissa
646,68,8,0,7,1,13,13,12,0,3,1,0,3,Uasin Gishu
2928,49,5,2,2,2,8,5,1,1,3,0,0,5,Kakamega
84,1,0,0,0,0,1,0,0,0,0,0,0,0,Kirinyaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lamu
248,37,5,0,6,0,6,4,1,0,3,0,0,5,West Pokot
2204,7,1,1,1,0,0,0,0,0,1,0,0,1,Siaya
1198,27,4,2,0,0,1,5,0,0,2,0,1,0,Mombasa
